,names,stars,reviews,polarity,subjectivity,Pol_Analysis,stars_analysis
254,Vishwas Goyal,3.0 out of 5 stars,Fine,0.4166666666666667,0.5,Positive,Dont_Know
255,Prashit.S,2.0 out of 5 stars,Bluetooth weak,-0.375,0.625,Negative,Not_Satisfied
256,Kashika,1.0 out of 5 stars,Problem after 6 months,0.0,0.0,Nutral,Not_Satisfied
257,Rahul Deshpande,5.0 out of 5 stars,Unplug and play!,0.0,0.0,Nutral,Satisfied
258,akhil sharma,1.0 out of 5 stars,Waste of money according to product,-0.2,0.0,Negative,Not_Satisfied
259,Ainickal Thobias (Camarografos),5.0 out of 5 stars,Awesomeness,0.0,0.0,Nutral,Satisfied
260,Tuhin Goswami,5.0 out of 5 stars,Worth it ! Go get it.,0.375,0.1,Positive,Satisfied
261,Roshan Jain,5.0 out of 5 stars,For MUSIC lovers!,0.0,0.0,Nutral,Satisfied
262,prajwal,4.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
263,Anand Mani,1.0 out of 5 stars,Product we expect was not delivered.,0.0,0.0,Nutral,Not_Satisfied
264,Amazon Customer,5.0 out of 5 stars,Soundmaster,0.0,0.0,Nutral,Satisfied
265,Ankit Singh,4.0 out of 5 stars,Good bass and sound.,0.31666666666666665,0.5,Positive,Satisfied
266,Halesh,5.0 out of 5 stars,Very good product for good price,0.8049999999999999,0.6900000000000002,Positive,Satisfied
267,Amazon Customer,5.0 out of 5 stars,My quest for a good speaker ended here,0.7,0.6000000000000001,Positive,Satisfied
268,Mansi Shukla,5.0 out of 5 stars,Sounds Great,0.8,0.75,Positive,Satisfied
269,Rohan,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
270,Geni,5.0 out of 5 stars,Must buy it,0.0,0.0,Nutral,Satisfied
271,sushanth,5.0 out of 5 stars,Amazing Machine ❤️🔥❤️,0.6000000000000001,0.9,Positive,Satisfied
272,Amazon Customer,5.0 out of 5 stars,Whoa! What a sound! Crystal clear!,0.3125,0.39166666666666666,Positive,Satisfied
273,Hari Varsan,5.0 out of 5 stars,Review after 3 months,0.0,0.0,Nutral,Satisfied
274,Mahesh,1.0 out of 5 stars,Bad quality and worse customer care experience,-0.5499999999999999,0.6333333333333333,Negative,Not_Satisfied
275,Chetanya Shrimali,5.0 out of 5 stars,Nice product from JBL,0.6,1.0,Positive,Satisfied
276,Hussainali.Bhamani,5.0 out of 5 stars,Class product!!,0.0,0.0,Nutral,Satisfied
277,Amazon Customer,5.0 out of 5 stars,Best speakers in my terms,1.0,0.3,Positive,Satisfied
278,Levin ep,4.0 out of 5 stars,"Great product, dont think twice.",0.8,0.75,Positive,Satisfied
279,Reetuparna Dutta,5.0 out of 5 stars,Amazing Bass and Sound Quality,0.2833333333333334,0.6,Positive,Satisfied
280,sandeep kohli,1.0 out of 5 stars,Interference is needed by Amazon after selling the product at least for service related problems,-0.15,0.4,Negative,Not_Satisfied
281,GOMATHEESWARAN,5.0 out of 5 stars,Worthy speaker...,0.3333333333333333,1.0,Positive,Satisfied
282,AMIT JAISWAL,1.0 out of 5 stars,Received duplicate product,0.0,0.0,Nutral,Not_Satisfied
283,sudeep,5.0 out of 5 stars,JBL Best Always,1.0,0.3,Positive,Satisfied
284,sandeep waghmare,1.0 out of 5 stars,Very bad,-0.9099999999999998,0.8666666666666667,Negative,Not_Satisfied
285,Amazon Customer,5.0 out of 5 stars,Good speaker in this price segment,0.7,0.6000000000000001,Positive,Satisfied
286,ilamuhil,5.0 out of 5 stars,Beautiful product,0.85,1.0,Positive,Satisfied
287,Seema S.,5.0 out of 5 stars,Five Star,0.0,0.0,Nutral,Satisfied
288,hardik,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
289,santosh poudel,5.0 out of 5 stars,Flap feature is cool,0.35,0.65,Positive,Satisfied
290,Ash,5.0 out of 5 stars,Outstanding,0.5,0.875,Positive,Satisfied
291,Manjunath,2.0 out of 5 stars,Connectivity issue!,0.0,0.0,Nutral,Not_Satisfied
292,Pradeip Verma,5.0 out of 5 stars,it makes to fall in love with it,0.5,0.6,Positive,Satisfied
293,Avichal Agarwal,5.0 out of 5 stars,Delightful music,1.0,1.0,Positive,Satisfied
294,Krishna Chaitanya,1.0 out of 5 stars,Poor in Bluetooth connectivity,-0.4,0.6,Negative,Not_Satisfied
295,Amazon Customer,5.0 out of 5 stars,JBL at its best,1.0,0.3,Positive,Satisfied
296,Tapish sharma,5.0 out of 5 stars,Great sound and bass quality,0.3500000000000001,0.5499999999999999,Positive,Satisfied
297,Tejasvini. H,5.0 out of 5 stars,Good sound quality and very portable.,0.43333333333333335,0.43333333333333335,Positive,Satisfied
298,Anurag,1.0 out of 5 stars,Very bad delivery station manager. Wani 445304,-0.9099999999999998,0.8666666666666667,Negative,Not_Satisfied
299,Amazon Customer,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
300,ravi,4.0 out of 5 stars,it is the se edition,0.0,0.0,Nutral,Satisfied
301,milind s,4.0 out of 5 stars,Very good sound effect .,0.655,0.5900000000000001,Positive,Satisfied
302,Anant,2.0 out of 5 stars,No Bass punch Treble is more than required,0.2875,0.5,Positive,Not_Satisfied
303,Raunak,5.0 out of 5 stars,JBL at it's best!,1.0,0.3,Positive,Satisfied
304,Sunil Bamane,4.0 out of 5 stars,JBL Bluetooth Speaker,0.0,0.0,Nutral,Satisfied
305,Amazon Customer,5.0 out of 5 stars,JBL rock..,0.0,0.0,Nutral,Satisfied
306,vishnu,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
307,abdul s.,4.0 out of 5 stars,Not sure might be a fake product be aware everyone,-0.16666666666666666,0.7129629629629629,Negative,Satisfied
308,Amit p.,5.0 out of 5 stars,JBL..... GOOD QUALITY SOUND,0.55,0.5,Positive,Satisfied
309,Midhun Krishna,5.0 out of 5 stars,"Amazing product, worth every penny",0.45000000000000007,0.5,Positive,Satisfied
310,Sagar Khillar,5.0 out of 5 stars,Great BT speaker for the price,0.8,0.75,Positive,Satisfied
311,Arunava Mondal,4.0 out of 5 stars,Love it,0.5,0.6,Positive,Satisfied
312,alok,5.0 out of 5 stars,Value for money product.,0.0,0.0,Nutral,Satisfied
313,Pritam Sarkar,5.0 out of 5 stars,It's a steal at this price.l!,0.0,0.0,Nutral,Satisfied
314,Ankan Karmakar,5.0 out of 5 stars,Sound & Battery just asm,0.4,0.4,Positive,Satisfied
315,LAISHRAM SURJIT,5.0 out of 5 stars,Superb bass,0.425,0.75,Positive,Satisfied
316,Nithin,5.0 out of 5 stars,So Far Good..,0.39999999999999997,0.8,Positive,Satisfied
317,Prashant,5.0 out of 5 stars,Portable.. Quality.. No worries...,0.0,0.0,Nutral,Satisfied
318,Topjor,4.0 out of 5 stars,Portable size.,0.0,0.0,Nutral,Satisfied
319,Manmohan Garg,5.0 out of 5 stars,Excellent sound!!! Awesome clarity.,0.9270833333333334,0.7999999999999999,Positive,Satisfied
320,Krishnamoorthy U,2.0 out of 5 stars,Missing Contents in the package,-0.2,0.05,Negative,Not_Satisfied
321,rahul s.,1.0 out of 5 stars,Sound started cracking within one month,0.4,0.4,Positive,Not_Satisfied
322,Prasanna,5.0 out of 5 stars,Genuine Product,0.4,0.5,Positive,Satisfied
323,Shereen,4.0 out of 5 stars,Good Product,0.7,0.6000000000000001,Positive,Satisfied
324,Daastan,5.0 out of 5 stars,Meet with the expectations.,0.0,0.0,Nutral,Satisfied
325,Satish Kumar,5.0 out of 5 stars,Not able to connect by laptop,-0.25,0.625,Negative,Satisfied
326,Sourav Baidya,5.0 out of 5 stars,Its JBL- Nothing to think before buying!,0.0,0.0,Nutral,Satisfied
327,Amazon Customer,3.0 out of 5 stars,Happy for now.,0.8,1.0,Positive,Dont_Know
328,Sids,5.0 out of 5 stars,Excellent option,1.0,1.0,Positive,Satisfied
329,Slevin,5.0 out of 5 stars,Excellent buy,1.0,1.0,Positive,Satisfied
330,Bhaskar Roy,4.0 out of 5 stars,Manga boss jitna jaldi ho sake,0.0,0.0,Nutral,Satisfied
331,Adwaith Ratnakaran,5.0 out of 5 stars,Value for money👌🏼,0.0,0.0,Nutral,Satisfied
332,Prolay Mondal,5.0 out of 5 stars,No match with other Portable Speaker.,-0.125,0.375,Negative,Satisfied
333,Omi R.,5.0 out of 5 stars,"JBL rocks,",0.0,0.0,Nutral,Satisfied
334,Lipon,4.0 out of 5 stars,Best for dingle toom,1.0,0.3,Positive,Satisfied
335,GOURAV SINGH,1.0 out of 5 stars,Poor show,-0.4,0.6,Negative,Not_Satisfied
336,KIRAN G K,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
337,Shriniwash sharma,4.0 out of 5 stars,Its goo but need to be better,0.5,0.5,Positive,Satisfied
338,Amazon Customer,5.0 out of 5 stars,Good as it is - Best if battery works as mentioned.,0.85,0.45000000000000007,Positive,Satisfied
339,Mangudi Subramaniam,5.0 out of 5 stars,good value for money purchase,0.7,0.6000000000000001,Positive,Satisfied
340,marwan,5.0 out of 5 stars,Best sound for the size,0.7,0.35,Positive,Satisfied
341,Sushil jain,5.0 out of 5 stars,Best speaker so far for this prize segment.,0.55,0.65,Positive,Satisfied
342,Shashank,5.0 out of 5 stars,Outstanding,0.5,0.875,Positive,Satisfied
343,Krishnaraj,5.0 out of 5 stars,JBL flip 3 excellent companion for music lovers,1.0,1.0,Positive,Satisfied
344,Rohit kumar,5.0 out of 5 stars,Best portable speaker for home use,1.0,0.3,Positive,Satisfied
345,Gautami Ambiye,5.0 out of 5 stars,Wonderful sound,0.7,0.7,Positive,Satisfied
346,Pradeep,2.0 out of 5 stars,seal was already open,0.0,0.5,Nutral,Not_Satisfied
347,priyansh khanna,3.0 out of 5 stars,missing feature,-0.2,0.05,Negative,Dont_Know
348,Rahul,5.0 out of 5 stars,awesome,1.0,1.0,Positive,Satisfied
349,Amazon Customer,5.0 out of 5 stars,Highly recommend to traveller and singles,0.16,0.5399999999999999,Positive,Satisfied
350,ann joseph,5.0 out of 5 stars,Worth for the price,0.3,0.1,Positive,Satisfied
351,Raghvinder Singh Tomar,5.0 out of 5 stars,Name is enough,0.0,0.5,Nutral,Satisfied
352,Amazon Customer,5.0 out of 5 stars,Awesome sound quality and strength,0.7,0.7,Positive,Satisfied
353,Manav Saxena,5.0 out of 5 stars,Bass!!!!!!!,-0.7152557373046876,0.5,Negative,Satisfied
354,Mukesh Vishwakarma,4.0 out of 5 stars,Best companion ❣️,1.0,0.3,Positive,Satisfied
355,Moulina Ghoshal,5.0 out of 5 stars,Awwwsome,0.0,0.0,Nutral,Satisfied
356,Pawan Rajput,1.0 out of 5 stars,Nope!,0.0,0.0,Nutral,Not_Satisfied
357,A ILANGOVAN,4.0 out of 5 stars,NICE AND GOOD,0.6499999999999999,0.8,Positive,Satisfied
358,JIGAR PATEL,5.0 out of 5 stars,No comparison for JBL❤️,0.0,0.0,Nutral,Satisfied
359,Veeneet,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
360,Ravi Kumar,5.0 out of 5 stars,REVIEW JBL FLIP 3 :BY RAVI KUMAR,0.0,0.0,Nutral,Satisfied
361,Amazon Customer,5.0 out of 5 stars,Unbelievable product.,-0.25,1.0,Negative,Satisfied
362,Nikhil Mawatwal,5.0 out of 5 stars,Beat the beast.,0.0,0.0,Nutral,Satisfied
363,VG,3.0 out of 5 stars,just for the base!,-1.0,1.0,Negative,Dont_Know
364,Sandhya Maggidi,4.0 out of 5 stars,JBL speaker,0.0,0.0,Nutral,Satisfied
365,Master Mani,5.0 out of 5 stars,Sound quality is too good,0.55,0.5,Positive,Satisfied
366,Shan,5.0 out of 5 stars,Burrrahhhhh,0.0,0.0,Nutral,Satisfied
367,Abram k.,5.0 out of 5 stars,Value For Money,0.0,0.0,Nutral,Satisfied
368,nishith,5.0 out of 5 stars,Supremly Awseome,0.0,0.0,Nutral,Satisfied
369,Joseph George,5.0 out of 5 stars,Jhakkas item,0.0,0.0,Nutral,Satisfied
370,amit kumar,5.0 out of 5 stars,Awesome product.,1.0,1.0,Positive,Satisfied
371,Marazban Maney,5.0 out of 5 stars,Product worth for the price,0.3,0.1,Positive,Satisfied
372,HD,3.0 out of 5 stars,No mic,0.0,0.0,Nutral,Dont_Know
373,Ashish,3.0 out of 5 stars,It's very good product..Battery backup is the major issue..,0.48624999999999996,0.6400000000000001,Positive,Dont_Know
374,Deepak  yadav,1.0 out of 5 stars,Unable to connect with any mobile,-0.5,0.5,Negative,Not_Satisfied
375,Rekha Sekharan,5.0 out of 5 stars,Loved it...,0.7,0.8,Positive,Satisfied
376,Vikrant V,5.0 out of 5 stars,Sound,0.4,0.4,Positive,Satisfied
377,Rajeshwar Kaithvas,4.0 out of 5 stars,Connectivity issues. After Sales service is not good.,-0.35,0.6000000000000001,Negative,Satisfied
378,Naved,5.0 out of 5 stars,Flip review!!,0.0,0.0,Nutral,Satisfied
379,Renu Panchal,4.0 out of 5 stars,Morning alarm,0.0,0.0,Nutral,Satisfied
380,anurag hajari,5.0 out of 5 stars,"Sound quality, worth every penny, go for it",0.35,0.25,Positive,Satisfied
381,sabir,5.0 out of 5 stars,Sandar jabardast zindabaad...😁,0.0,0.0,Nutral,Satisfied
382,nadim,5.0 out of 5 stars,Worth Rs.4500,0.3,0.1,Positive,Satisfied
383,Arjun Singh,1.0 out of 5 stars,Defected product are sold by amazon in india... Making fool of indians....,0.0,0.0,Nutral,Not_Satisfied
384,Amazon Customer,5.0 out of 5 stars,Totally satisfied,0.5,1.0,Positive,Satisfied
385,Goutam Mohanty,4.0 out of 5 stars,Just go for it.....,0.0,0.0,Nutral,Satisfied
386,Isaac,4.0 out of 5 stars,Ok,0.5,0.5,Positive,Satisfied
387,Hoopyfrood,5.0 out of 5 stars,Excellent sound and bass quality,0.4166666666666667,0.6333333333333333,Positive,Satisfied
388,Xander,5.0 out of 5 stars,Best in bass !,0.40625,0.4,Positive,Satisfied
389,Hardik Prajapati,2.0 out of 5 stars,Check the product original or Fack,0.375,0.75,Positive,Not_Satisfied
390,Msupercool,5.0 out of 5 stars,Worth it,0.3,0.1,Positive,Satisfied
391,Amazon Customer,2.0 out of 5 stars,Battery back up and charging not good,-0.175,0.30000000000000004,Negative,Not_Satisfied
392,SIMRANKAHLON,4.0 out of 5 stars,GO FOR IT,0.0,0.0,Nutral,Satisfied
393,Sujata Panda,5.0 out of 5 stars,Good sound quality.,0.55,0.5,Positive,Satisfied
394,Yuvraj Singh shekhawat,5.0 out of 5 stars,Best one in market as compared to boat rockerz 255 Boult is best,1.0,0.3,Positive,Satisfied
395,Yogesh,5.0 out of 5 stars,The Best Speaker.,1.0,0.3,Positive,Satisfied
396,Amazon Customer,5.0 out of 5 stars,best in its class,1.0,0.3,Positive,Satisfied
397,Sujeeth,4.0 out of 5 stars,Issues with Accessories,0.0,0.0,Nutral,Satisfied
398,nani0506,5.0 out of 5 stars,Never compromise on quality and best in Segment...Lots of love to JBL!,0.8125,0.44999999999999996,Positive,Satisfied
399,Shaurya,3.0 out of 5 stars,you deserve better,0.5,0.5,Positive,Dont_Know
400,Asit Bhowmik,5.0 out of 5 stars,You won't be disappointed!,-0.9375,0.75,Negative,Satisfied
401,Snehanshu kumar,5.0 out of 5 stars,Super sound,0.3666666666666667,0.5333333333333333,Positive,Satisfied
402,Rajeev Joshi,4.0 out of 5 stars,Excellent Sound Quality,0.7,0.7,Positive,Satisfied
403,Asif Pasha,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
404,Babu,5.0 out of 5 stars,Satisfied,0.5,1.0,Positive,Satisfied
405,Deepesh singh,5.0 out of 5 stars,Value for money deal,0.0,0.0,Nutral,Satisfied
406,Kanwal Singh,5.0 out of 5 stars,A great Buy!,1.0,0.75,Positive,Satisfied
407,V. Singh,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
408,SATISH RANJAN,5.0 out of 5 stars,Would not recommend,0.0,0.0,Nutral,Satisfied
409,Shopaholic,5.0 out of 5 stars,Original.  Amazing sound and bass quality!,0.296875,0.6375,Positive,Satisfied
410,bhavesh y.,4.0 out of 5 stars,Sound and built,0.4,0.4,Positive,Satisfied
411,Vandan Gupta,5.0 out of 5 stars,Best Bluetooth speaker,1.0,0.3,Positive,Satisfied
412,Gaurav,5.0 out of 5 stars,Perfect speaker under 5k,1.0,1.0,Positive,Satisfied
413,gaurav,5.0 out of 5 stars,Awesome sound quality decent base,0.19166666666666665,0.7666666666666666,Positive,Satisfied
414,Mithun Vora,5.0 out of 5 stars,Value for money JBL speaker,0.0,0.0,Nutral,Satisfied
415,Utpal Banerjee,5.0 out of 5 stars,A good experience.,0.7,0.6000000000000001,Positive,Satisfied
416,Divya S.,4.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
417,Akshay Rana,5.0 out of 5 stars,"Sounds great, good bass",0.45,0.6166666666666667,Positive,Satisfied
418,Sujoy Packrasy,5.0 out of 5 stars,Feels awesome,1.0,1.0,Positive,Satisfied
419,Abin Sabu,3.0 out of 5 stars,Listen this comment,0.0,0.0,Nutral,Dont_Know
420,Abhishek Agrawal,5.0 out of 5 stars,Boom Device,0.0,0.0,Nutral,Satisfied
421,Dr N.,5.0 out of 5 stars,Good product...Value for money...!,0.875,0.6000000000000001,Positive,Satisfied
422,ojaswi garg,5.0 out of 5 stars,Fully waterproof,0.0,0.0,Nutral,Satisfied
423,Alden,5.0 out of 5 stars,Worth buying,0.3,0.1,Positive,Satisfied
424,Urvi,5.0 out of 5 stars,Thumps up,0.0,0.0,Nutral,Satisfied
425,Amazon Customer,1.0 out of 5 stars,Fake speakers,-0.5,1.0,Negative,Not_Satisfied
426,Dev,5.0 out of 5 stars,Go for it !,0.0,0.0,Nutral,Satisfied
427,Amazon Customer,5.0 out of 5 stars,Very good,0.9099999999999999,0.7800000000000001,Positive,Satisfied
428,ritesh rahangdale,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
429,Aman M.,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
430,Sachin,5.0 out of 5 stars,Good bluetooth compact speaker,0.7,0.6000000000000001,Positive,Satisfied
431,Aivin Antu,5.0 out of 5 stars,Highly recommended..,0.16,0.5399999999999999,Positive,Satisfied
432,Amazon Customer,5.0 out of 5 stars,Just Amazing ❤️❤️,0.6000000000000001,0.9,Positive,Satisfied
433,Prabhjit,5.0 out of 5 stars,"Best to buy, value for money",1.0,0.3,Positive,Satisfied
434,Ashok R,4.0 out of 5 stars,Great Sound at economical pricing,0.5000000000000001,0.6833333333333332,Positive,Satisfied
435,Amazon Customer,5.0 out of 5 stars,"Small, portable and powerful",0.024999999999999994,0.7,Positive,Satisfied
436,Prayag,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
437,chandru mailapur,4.0 out of 5 stars,No handfree,0.0,0.0,Nutral,Satisfied
438,Shridhar R,5.0 out of 5 stars,My fav,0.0,0.0,Nutral,Satisfied
439,Rudraksh sharma,5.0 out of 5 stars,Best !! Go for it !! Don't think for it twice!!,1.0,0.3,Positive,Satisfied
440,UTTARAN NATH,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
441,Sattviko,5.0 out of 5 stars,Great Product and sound quality,0.6000000000000001,0.575,Positive,Satisfied
442,Jaison James,5.0 out of 5 stars,Absolutely worth it.,0.3,0.1,Positive,Satisfied
443,senthilkumar,5.0 out of 5 stars,excellent product,1.0,1.0,Positive,Satisfied
444,Manas Hembram,5.0 out of 5 stars,Good value for money,0.7,0.6000000000000001,Positive,Satisfied
445,Navdeep,5.0 out of 5 stars,Excellent portable speaker,1.0,1.0,Positive,Satisfied
446,abhishek,4.0 out of 5 stars,Its truly boombastic..🤩,0.0,0.0,Nutral,Satisfied
447,Tejas Kulkarni,5.0 out of 5 stars,Great Sound 👌🏻🤩🎉,0.6000000000000001,0.575,Positive,Satisfied
448,Lakshay saini,5.0 out of 5 stars,Worth the brand with quality,0.3,0.1,Positive,Satisfied
449,Amazon Customer,3.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Dont_Know
450,Amazon Customer,1.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Not_Satisfied
451,sandeep rawat,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
452,retnasingh,4.0 out of 5 stars,Good investment,0.7,0.6000000000000001,Positive,Satisfied
453,Amit kr,5.0 out of 5 stars,Simply Awesome,1.0,1.0,Positive,Satisfied
454,Milind M.,1.0 out of 5 stars,Faulty / duplicate product,0.0,0.0,Nutral,Not_Satisfied
455,Kamal Pagaria,1.0 out of 5 stars,"Okay, but compare it with flip4",0.5,0.5,Positive,Not_Satisfied
456,Amazon Customer,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
457,Irfan Ali,4.0 out of 5 stars,Good for gift purpose for teenage,0.35,0.30000000000000004,Positive,Satisfied
458,Satheesh t c,5.0 out of 5 stars,Magic in sound,0.45,0.7,Positive,Satisfied
459,KK,5.0 out of 5 stars,Very good product.,0.9099999999999999,0.7800000000000001,Positive,Satisfied
460,Jigar adesara,5.0 out of 5 stars,Great sound with very good battery,0.7033333333333335,0.6433333333333334,Positive,Satisfied
461,Bikram,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
462,Pushpendu Dhar,5.0 out of 5 stars,Excellent sound quality!,0.75,0.7,Positive,Satisfied
463,kiran,5.0 out of 5 stars,Jhakaas Bass with high sound,0.1366666666666667,0.48,Positive,Satisfied
464,Santanu B.,4.0 out of 5 stars,Good Product,0.7,0.6000000000000001,Positive,Satisfied
465,mayuresh gavali,5.0 out of 5 stars,Absolutely worth it,0.3,0.1,Positive,Satisfied
466,Jeetshu,5.0 out of 5 stars,Great buy,0.8,0.75,Positive,Satisfied
467,Rajnish,5.0 out of 5 stars,As first day of use I can say in one word it is 'fantastic'...In future let's see how perform this.,0.21666666666666667,0.4527777777777778,Positive,Satisfied
468,Arun Chidanandan,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
469,Maaz,4.0 out of 5 stars,bass is ok,0.175,0.5,Positive,Satisfied
470,Mahesh Mahadev Guttedar,4.0 out of 5 stars,Worth to buy,0.3,0.1,Positive,Satisfied
471,MSR,5.0 out of 5 stars,Just buy it this is so awesome ❤️❤️,1.0,1.0,Positive,Satisfied
472,farhaan dharwad,5.0 out of 5 stars,Amazing‼️,0.0,0.0,Nutral,Satisfied
473,Chamim Jinnat,5.0 out of 5 stars,Sound doesn't differ much from flip 4,0.30000000000000004,0.30000000000000004,Positive,Satisfied
474,himanshu,5.0 out of 5 stars,Rocking sound quality,0.4,0.4,Positive,Satisfied
475,Kshitiz jain,5.0 out of 5 stars,Mother's gift,0.0,0.0,Nutral,Satisfied
